lag,mean_ari,mean_nmi,lift_ari,peak
0,0.042745053512504336,0.33988395499228075,0.0,False
4,0.04105907590603717,0.339839305538554,-0.0016859776064671664,False
8,0.0490630119164004,0.3458175581276601,0.006317958403896061,True
12,0.044563630898555105,0.3420774620987818,0.0018185773860507695,False
